TS DB-Utility - Vers.: 3.6.02 
All Rights Reserved.
Copyright (C) 2003-2011 by Carl-Heinz Rave(CarlosHR)
 ---> 'Shape(17729)-FileName': Shape-file 'V4hs2tTunR_Strt_500m.s' not found!
 ---> 'Shape(17730)-FileName': Shape-file 'V4hs2tTunR_1000r01d.s' not found!
 ---> 'Shape(17731)-FileName': Shape-file 'V4hs2tTunR_1000r05d.s' not found!
 ---> 'Shape(17732)-FileName': Shape-file 'V4hs2tTunR_1000r10d.s' not found!
 ---> 'Shape(17733)-FileName': Shape-file 'V4hs2tTunR_1000r20d.s' not found!
 ---> 'Shape(17734)-FileName': Shape-file 'V4hs2tTunR_1500r01d.s' not found!
 ---> 'Shape(17735)-FileName': Shape-file 'V4hs2tTunR_1500r05d.s' not found!
 ---> 'Shape(17736)-FileName': Shape-file 'V4hs2tTunR_1500r10d.s' not found!
 ---> 'Shape(17737)-FileName': Shape-file 'V4hs2tTunR_1500r20d.s' not found!
 ---> 'Shape(17738)-FileName': Shape-file 'V4hs2tTunR_2000r01d.s' not found!
 ---> 'Shape(17739)-FileName': Shape-file 'V4hs2tTunR_2000r05d.s' not found!
 ---> 'Shape(17740)-FileName': Shape-file 'V4hs2tTunR_2000r10d.s' not found!
 ---> 'Shape(17741)-FileName': Shape-file 'V4hs2tTunR_2000r20d.s' not found!
 ---> 'Shape(17742)-FileName': Shape-file 'V4hs2tTunR_3000r00_2d.s' not found!
 ---> 'Shape(17743)-FileName': Shape-file 'V4hs2tTunR_3000r00_2d_g.s' not found!
 ---> 'Shape(17744)-FileName': Shape-file 'V4hs2tTunR_3000r01d.s' not found!
 ---> 'Shape(17745)-FileName': Shape-file 'V4hs2tTunR_3000r05d.s' not found!
 ---> 'Shape(17746)-FileName': Shape-file 'V4hs2tTunR_4000r00_2d.s' not found!
 ---> 'Shape(17747)-FileName': Shape-file 'V4hs2tTunR_4000r00_2d_g.s' not found!
 ---> 'Shape(17748)-FileName': Shape-file 'V4hs2tTunR_4000r01d.s' not found!
 ---> 'Shape(17749)-FileName': Shape-file 'V4hs2tTunR_4000r05d.s' not found!
 ---> 'Shape(17750)-FileName': Shape-file 'V4hs2tTunR_6000r00_1d.s' not found!
 ---> 'Shape(17751)-FileName': Shape-file 'V4hs2tTunR_6000r00_1d_g.s' not found!
 ---> 'Shape(17752)-FileName': Shape-file 'V4hs2tTunR_6000r00_5d.s' not found!
 ---> 'Shape(17753)-FileName': Shape-file 'V4hs2tTunR_6000r01d.s' not found!
 ---> 'Shape(17754)-FileName': Shape-file 'V4hs2tTunR_6000r05d.s' not found!
 ---> 'Shape(17755)-FileName': Shape-file 'V4hs2tTunR_8000r00_1d.s' not found!
 ---> 'Shape(17756)-FileName': Shape-file 'V4hs2tTunR_8000r00_1d_g.s' not found!
 ---> 'Shape(17757)-FileName': Shape-file 'V4hs2tTunR_8000r00_5d.s' not found!
 ---> 'Shape(17758)-FileName': Shape-file 'V4hs2tTunR_8000r01d.s' not found!
 ---> 'Shape(17759)-FileName': Shape-file 'V4hs2tTunR_8000r02_5d.s' not found!
 ---> 'Shape(17840)-FileName': Shape-file 'V4hs2t_R2k_Strt_000_3m.s' not found!
 ---> 'Shape(17841)-FileName': Shape-file 'V4hs2t_R2k_Strt_001m.s' not found!
 ---> 'Shape(17842)-FileName': Shape-file 'V4hs2t_R2k_Strt_001_5m.s' not found!
 ---> 'Shape(17843)-FileName': Shape-file 'V4hs2t_R2k_Strt_002_5m.s' not found!
 ---> 'Shape(17844)-FileName': Shape-file 'V4hs2t_R2k_Strt_005m.s' not found!
 ---> 'Shape(17845)-FileName': Shape-file 'V4hs2t_R2k_Strt_010m.s' not found!
 ---> 'Shape(17846)-FileName': Shape-file 'V4hs2t_R2k_Strt_020m.s' not found!
 ---> 'Shape(17847)-FileName': Shape-file 'V4hs2t_R2k_Strt_050m.s' not found!
 ---> 'Shape(17848)-FileName': Shape-file 'V4hs2t_R2k_Strt_100m.s' not found!
 ---> 'Shape(17849)-FileName': Shape-file 'V4hs2t_R2k_Strt_250m.s' not found!
 ---> 'Shape(17850)-FileName': Shape-file 'V4hs2t_R2k_Strt_500m.s' not found!
 ---> 'Shape(17851)-FileName': Shape-file 'V4hs2t_R2k_01000r01d.s' not found!
 ---> 'Shape(17852)-FileName': Shape-file 'V4hs2t_R2k_01000r05d.s' not found!
 ---> 'Shape(17853)-FileName': Shape-file 'V4hs2t_R2k_01000r10d.s' not found!
 ---> 'Shape(17854)-FileName': Shape-file 'V4hs2t_R2k_01000r20d.s' not found!
 ---> 'Shape(17855)-FileName': Shape-file 'V4hs2t_R2k_01500r01d.s' not found!
 ---> 'Shape(17856)-FileName': Shape-file 'V4hs2t_R2k_01500r05d.s' not found!
 ---> 'Shape(17857)-FileName': Shape-file 'V4hs2t_R2k_01500r10d.s' not found!
 ---> 'Shape(17858)-FileName': Shape-file 'V4hs2t_R2k_01500r20d.s' not found!
 ---> 'Shape(17859)-FileName': Shape-file 'V4hs2t_R2k_02000r01d.s' not found!
 ---> 'Shape(17860)-FileName': Shape-file 'V4hs2t_R2k_02000r05d.s' not found!
 ---> 'Shape(17861)-FileName': Shape-file 'V4hs2t_R2k_02000r10d.s' not found!
 ---> 'Shape(17862)-FileName': Shape-file 'V4hs2t_R2k_02000r20d.s' not found!
 ---> 'Shape(17863)-FileName': Shape-file 'V4hs2t_R2k_03000r00_2d.s' not found!
 ---> 'Shape(17864)-FileName': Shape-file 'V4hs2t_R2k_03000r01d.s' not found!
 ---> 'Shape(17865)-FileName': Shape-file 'V4hs2t_R2k_03000r05d.s' not found!
 ---> 'Shape(17866)-FileName': Shape-file 'V4hs2t_R2k_04000r00_2d.s' not found!
 ---> 'Shape(17867)-FileName': Shape-file 'V4hs2t_R2k_04000r01d.s' not found!
 ---> 'Shape(17868)-FileName': Shape-file 'V4hs2t_R2k_04000r05d.s' not found!
 ---> 'Shape(17869)-FileName': Shape-file 'V4hs2t_R2k_06000r00_1d.s' not found!
 ---> 'Shape(17870)-FileName': Shape-file 'V4hs2t_R2k_06000r00_5d.s' not found!
 ---> 'Shape(17871)-FileName': Shape-file 'V4hs2t_R2k_06000r01d.s' not found!
 ---> 'Shape(17872)-FileName': Shape-file 'V4hs2t_R2k_06000r05d.s' not found!
 ---> 'Shape(17873)-FileName': Shape-file 'V4hs2t_R2k_08000r00_1d.s' not found!
 ---> 'Shape(17874)-FileName': Shape-file 'V4hs2t_R2k_08000r00_5d.s' not found!
 ---> 'Shape(17875)-FileName': Shape-file 'V4hs2t_R2k_08000r01d.s' not found!
 ---> 'Shape(17876)-FileName': Shape-file 'V4hs2t_R2k_08000r05d.s' not found!
 ---> 'Shape(17877)-FileName': Shape-file 'V4hs2t_R2k_15000r00_1d.s' not found!
 ---> 'Shape(17878)-FileName': Shape-file 'V4hs2t_R2k_15000r00_5d.s' not found!
 ---> 'Shape(17879)-FileName': Shape-file 'V4hs2t_R2k_15000r02_5d.s' not found!
 ---> 'Shape(17880)-FileName': Shape-file 'V4hs2t_NP1_Strt_000_3m.s' not found!
 ---> 'Shape(17881)-FileName': Shape-file 'V4hs2t_NP1_Strt_001m.s' not found!
 ---> 'Shape(17882)-FileName': Shape-file 'V4hs2t_NP1_Strt_001_5m.s' not found!
 ---> 'Shape(17883)-FileName': Shape-file 'V4hs2t_NP1_Strt_002_5m.s' not found!
 ---> 'Shape(17884)-FileName': Shape-file 'V4hs2t_NP1_Strt_005m.s' not found!
 ---> 'Shape(17885)-FileName': Shape-file 'V4hs2t_NP1_Strt_010m.s' not found!
 ---> 'Shape(17886)-FileName': Shape-file 'V4hs2t_NP1_Strt_020m.s' not found!
 ---> 'Shape(17887)-FileName': Shape-file 'V4hs2t_NP1_Strt_050m.s' not found!
 ---> 'Shape(17888)-FileName': Shape-file 'V4hs2t_NP1_Strt_100m.s' not found!
 ---> 'Shape(17889)-FileName': Shape-file 'V4hs2t_NP1_Strt_250m.s' not found!
 ---> 'Shape(17890)-FileName': Shape-file 'V4hs2t_NP1_Strt_500m.s' not found!
 ---> 'Shape(17891)-FileName': Shape-file 'V4hs2t_NP1_01000r01d.s' not found!
 ---> 'Shape(17892)-FileName': Shape-file 'V4hs2t_NP1_01000r05d.s' not found!
 ---> 'Shape(17893)-FileName': Shape-file 'V4hs2t_NP1_01000r10d.s' not found!
 ---> 'Shape(17894)-FileName': Shape-file 'V4hs2t_NP1_01000r20d.s' not found!
 ---> 'Shape(17895)-FileName': Shape-file 'V4hs2t_NP1_01500r01d.s' not found!
 ---> 'Shape(17896)-FileName': Shape-file 'V4hs2t_NP1_01500r05d.s' not found!
 ---> 'Shape(17897)-FileName': Shape-file 'V4hs2t_NP1_01500r10d.s' not found!
 ---> 'Shape(17898)-FileName': Shape-file 'V4hs2t_NP1_01500r20d.s' not found!
 ---> 'Shape(17899)-FileName': Shape-file 'V4hs2t_NP1_02000r01d.s' not found!
 ---> 'Shape(17900)-FileName': Shape-file 'V4hs2t_NP1_02000r05d.s' not found!
 ---> 'Shape(17901)-FileName': Shape-file 'V4hs2t_NP1_02000r10d.s' not found!
 ---> 'Shape(17902)-FileName': Shape-file 'V4hs2t_NP1_02000r20d.s' not found!
 ---> 'Shape(17903)-FileName': Shape-file 'V4hs2t_NP1_03000r00_2d.s' not found!
 ---> 'Shape(17904)-FileName': Shape-file 'V4hs2t_NP1_03000r01d.s' not found!
 ---> 'Shape(17905)-FileName': Shape-file 'V4hs2t_NP1_03000r05d.s' not found!
 ---> 'Shape(17906)-FileName': Shape-file 'V4hs2t_NP1_04000r00_2d.s' not found!
 ---> 'Shape(17907)-FileName': Shape-file 'V4hs2t_NP1_04000r01d.s' not found!
 ---> 'Shape(17908)-FileName': Shape-file 'V4hs2t_NP1_04000r05d.s' not found!
 ---> 'Shape(17909)-FileName': Shape-file 'V4hs2t_NP1_06000r00_1d.s' not found!
 ---> 'Shape(17910)-FileName': Shape-file 'V4hs2t_NP1_06000r00_5d.s' not found!
 ---> 'Shape(17911)-FileName': Shape-file 'V4hs2t_NP1_06000r01d.s' not found!
 ---> 'Shape(17912)-FileName': Shape-file 'V4hs2t_NP1_06000r05d.s' not found!
 ---> 'Shape(17913)-FileName': Shape-file 'V4hs2t_NP1_08000r00_1d.s' not found!
 ---> 'Shape(17914)-FileName': Shape-file 'V4hs2t_NP1_08000r00_5d.s' not found!
 ---> 'Shape(17915)-FileName': Shape-file 'V4hs2t_NP1_08000r01d.s' not found!
 ---> 'Shape(17916)-FileName': Shape-file 'V4hs2t_NP1_08000r05d.s' not found!
 ---> 'Shape(17917)-FileName': Shape-file 'V4hs2t_NP1_15000r00_1d.s' not found!
 ---> 'Shape(17918)-FileName': Shape-file 'V4hs2t_NP1_15000r00_5d.s' not found!
 ---> 'Shape(17919)-FileName': Shape-file 'V4hs2t_NP1_15000r02_5d.s' not found!
 ---> 'Shape(19100)-FileName': Shape-file 'lultube_ctunl_1_250m_10d.s' not found!
 ---> 'Shape(19101)-FileName': Shape-file 'lultube_ctunl_1_100m_10d.s' not found!
 ---> 'Shape(19102)-FileName': Shape-file 'lultube_ctunl_1_50m_20d.s' not found!
 ---> 'Shape(19103)-FileName': Shape-file 'lultube_ctunr_1_250m_10d.s' not found!
 ---> 'Shape(19104)-FileName': Shape-file 'lultube_ctunr_1_100m_10d.s' not found!
 ---> 'Shape(19105)-FileName': Shape-file 'lultube_ctunr_1_50m_20d.s' not found!
 ---> 'Shape(19106)-FileName': Shape-file 'lultube_stnctun_2_250m_25d.s' not found!
 ---> 'Shape(19107)-FileName': Shape-file 'lultube_ctun_2_250m_10d.s' not found!
 ---> 'Shape(19108)-FileName': Shape-file 'lultube_ctun_2_100m_10d.s' not found!
 ---> 'Shape(19109)-FileName': Shape-file 'lultube_ctun_2_50m_20d.s' not found!
 ---> 'Shape(19110)-FileName': Shape-file 'lultube_stun_1x1m.s' not found!
 ---> 'Shape(19111)-FileName': Shape-file 'lultube_stun_1x2m.s' not found!
 ---> 'Shape(19112)-FileName': Shape-file 'lultube_stun_1x10m.s' not found!
 ---> 'Shape(19113)-FileName': Shape-file 'lultube_stun_1x20m.s' not found!
 ---> 'Shape(19114)-FileName': Shape-file 'lultube_stun_1x23_61m.s' not found!
 ---> 'Shape(19115)-FileName': Shape-file 'lultube_stun_1x39_165m.s' not found!
 ---> 'Shape(19116)-FileName': Shape-file 'lultube_stun_1x50m.s' not found!
 ---> 'Shape(19117)-FileName': Shape-file 'lultube_stun_1x100m.s' not found!
 ---> 'Shape(19118)-FileName': Shape-file 'lultube_stun_2x1m.s' not found!
 ---> 'Shape(19119)-FileName': Shape-file 'lultube_stun_2x2m.s' not found!
 ---> 'Shape(19120)-FileName': Shape-file 'lultube_stun_2x10m.s' not found!
 ---> 'Shape(19121)-FileName': Shape-file 'lultube_stun_2x20m.s' not found!
 ---> 'Shape(19122)-FileName': Shape-file 'lultube_stun_2x50m.s' not found!
 ---> 'Shape(19123)-FileName': Shape-file 'lultube_stun_2x100m.s' not found!
 ---> 'Shape(19124)-FileName': Shape-file 'lultube_stntun_2x110m.s' not found!
 ---> 'Shape(19125)-FileName': Shape-file 'lultube_stunend_1x1m.s' not found!
 ---> 'Shape(19126)-FileName': Shape-file 'lultube_tl_16m_11d42.s' not found!
 ---> 'Shape(19127)-FileName': Shape-file 'lultube_tr_16m_11d42.s' not found!
 ---> 'Shape(19128)-FileName': Shape-file 'lultube_stunendl_2x1m.s' not found!
 ---> 'Shape(19129)-FileName': Shape-file 'lultube_stunendr_2x1m.s' not found!
 ---> 'Shape(19190)-FileName': Shape-file 'tunnel01-100-3d.s' not found!
 ---> 'Shape(19191)-FileName': Shape-file 'tunnel01-250-3d.s' not found!
 ---> 'Shape(19192)-FileName': Shape-file 'switch13.s' not found!
 ---> 'Shape(19193)-FileName': Shape-file 'switch12.s' not found!
 ---> 'Shape(19194)-FileName': Shape-file 'switch11.s' not found!
 ---> 'Shape(19195)-FileName': Shape-file 'substation11.s' not found!
 ---> 'Shape(19196)-FileName': Shape-file 'tunnel03co6.s' not found!
 ---> 'Shape(19197)-FileName': Shape-file 'tunnel03co7.s' not found!
 ---> 'Shape(19198)-FileName': Shape-file 'tunnel03co4.s' not found!
 ---> 'Shape(19199)-FileName': Shape-file 'tunnel03co5.s' not found!
 ---> 'Shape(19200)-FileName': Shape-file 'substation01.s' not found!
 ---> 'Shape(19201)-FileName': Shape-file 'substation02.s' not found!
 ---> 'Shape(19202)-FileName': Shape-file 'substation03.s' not found!
 ---> 'Shape(19203)-FileName': Shape-file 'substation04.s' not found!
 ---> 'Shape(19204)-FileName': Shape-file 'substation05.s' not found!
 ---> 'Shape(19205)-FileName': Shape-file 'substation06.s' not found!
 ---> 'Shape(19206)-FileName': Shape-file 'substation07.s' not found!
 ---> 'Shape(19207)-FileName': Shape-file 'substation08.s' not found!
 ---> 'Shape(19208)-FileName': Shape-file 'substation09.s' not found!
 ---> 'Shape(19209)-FileName': Shape-file 'substation10.s' not found!
 ---> 'Shape(19210)-FileName': Shape-file 'tunnel01-1.s' not found!
 ---> 'Shape(19211)-FileName': Shape-file 'tunnel02-1.s' not found!
 ---> 'Shape(19212)-FileName': Shape-file 'tunnel01-0-3.s' not found!
 ---> 'Shape(19213)-FileName': Shape-file 'tunnel02-0-3.s' not found!
 ---> 'Shape(19214)-FileName': Shape-file 'tunnel01-0-8.s' not found!
 ---> 'Shape(19215)-FileName': Shape-file 'tunnel02-0-8.s' not found!
 ---> 'Shape(19216)-FileName': Shape-file 'tunnel01-1-2.s' not found!
 ---> 'Shape(19217)-FileName': Shape-file 'tunnel02-1-2.s' not found!
 ---> 'Shape(19218)-FileName': Shape-file 'tunnel01-15bumper.s' not found!
 ---> 'Shape(19219)-FileName': Shape-file 'tunnel02-15bumper.s' not found!
 ---> 'Shape(19220)-FileName': Shape-file 'A1t62r5dtun.s' not found!
 ---> 'Shape(19221)-FileName': Shape-file 'A2t62r5dtun.s' not found!
 ---> 'Shape(19222)-FileName': Shape-file 'A3t62r5dtun.s' not found!
 ---> 'Shape(19223)-FileName': Shape-file 'A4t62r5dtun.s' not found!
 ---> 'Shape(19224)-FileName': Shape-file 'A1t62r15dtun.s' not found!
 ---> 'Shape(19225)-FileName': Shape-file 'A2t62r15dtun.s' not found!
 ---> 'Shape(19226)-FileName': Shape-file 'A3t62r15dtun.s' not found!
 ---> 'Shape(19227)-FileName': Shape-file 'A4t62r15dtun.s' not found!
 ---> 'Shape(19228)-FileName': Shape-file 'A1t12_75mstrt.s' not found!
 ---> 'Shape(19229)-FileName': Shape-file 'A1t15_9mstrt.s' not found!
 ---> 'Shape(19230)-FileName': Shape-file 'A1t101r3d.s' not found!
 ---> 'Shape(19231)-FileName': Shape-file 'A1t164r7d.s' not found!
 ---> 'Shape(19232)-FileName': Shape-file 'A1t164r7dtun.s' not found!
 ---> 'Shape(19233)-FileName': Shape-file 'A1t164r10dtun.s' not found!
 ---> 'Shape(19234)-FileName': Shape-file 'A1tEndPnt6dtun.s' not found!
 ---> 'Shape(19235)-FileName': Shape-file 'A1tEndPnt6dx2tun.s' not found!
 ---> 'Shape(19236)-FileName': Shape-file 'switch07.s' not found!
 ---> 'Shape(19237)-FileName': Shape-file 'switch08.s' not found!
 ---> 'Shape(19238)-FileName': Shape-file 'switch09.s' not found!
 ---> 'Shape(19239)-FileName': Shape-file 'A3t62r15d.s' not found!
 ---> 'Shape(19240)-FileName': Shape-file 'switch01l.s' not found!
 ---> 'Shape(19241)-FileName': Shape-file 'switch01r.s' not found!
 ---> 'Shape(19242)-FileName': Shape-file 'switch02.s' not found!
 ---> 'Shape(19243)-FileName': Shape-file 'switch03.s' not found!
 ---> 'Shape(19245)-FileName': Shape-file 'switch05.s' not found!
 ---> 'Shape(19246)-FileName': Shape-file 'switch06.s' not found!
 ---> 'Shape(19247)-FileName': Shape-file 'tunnel01-1-5.s' not found!
 ---> 'Shape(19248)-FileName': Shape-file 'tunnel02-1-5.s' not found!
 ---> 'Shape(19249)-FileName': Shape-file 'tunnel01-15-9.s' not found!
 ---> 'Shape(19400)-FileName': Shape-file 'tunnel01-3.s' not found!
 ---> 'Shape(19401)-FileName': Shape-file 'tunnel01-4-985.s' not found!
 ---> 'Shape(19402)-FileName': Shape-file 'tunnel01-5.s' not found!
 ---> 'Shape(19403)-FileName': Shape-file 'tunnel01-7.s' not found!
 ---> 'Shape(19404)-FileName': Shape-file 'tunnel01-10.s' not found!
 ---> 'Shape(19405)-FileName': Shape-file 'tunnel01-12.s' not found!
 ---> 'Shape(19406)-FileName': Shape-file 'tunnel01-15.s' not found!
 ---> 'Shape(19407)-FileName': Shape-file 'tunnel01-20.s' not found!
 ---> 'Shape(19408)-FileName': Shape-file 'tunnel01-25.s' not found!
 ---> 'Shape(19409)-FileName': Shape-file 'tunnel01-30.s' not found!
 ---> 'Shape(19410)-FileName': Shape-file 'tunnel01-35.s' not found!
 ---> 'Shape(19411)-FileName': Shape-file 'tunnel01-40.s' not found!
 ---> 'Shape(19412)-FileName': Shape-file 'tunnel01-45.s' not found!
 ---> 'Shape(19413)-FileName': Shape-file 'tunnel01-50.s' not found!
